Sale ID,Model,Color,Manufacture Year,Sale Year,State,Sale Price USD,Customer Age,Gender,Sales Channel,Payment Method,Delivery Status,Delivery Days,Battery Capacity kWh,Range km,Charging Time (Hrs),Service Plan Opted,Warranty Years,Referral Code Used,Trade In Used
SALE138506,Model Y,Silver,2023,2022,California,42620.5,47,Female,In-store,Lease,Delivered,14,85,376.7,3.44,Yes,5,Yes,No
SALE138507,Model X,Blue,2023,2023,California,62122.12,55,Female,In-store,Cash,Delivered,21,75,376.7,5.16,No,5,No,No
SALE138508,Model X,Blue,2017,2019,Illinois,72357.15,40,Female,Online,Lease,Pending,5,75,525.7,4.27,Yes,5,No,No
SALE138509,Model Y,Silver,2022,2023,Florida,68814.88,21,Female,Online,Loan,Delivered,26,85,511.1,3.92,No,4,No,No
SALE138510,Model X,Blue,2021,2023,New York,48083.69,40,Female,Online,Lease,Delivered,27,60,532.6,6.96,No,5,No,No
SALE138511,Model 3,White,2024,2022,Florida,42308.34,73,Male,Online,Lease,Pending,2,60,474.6,7.82,No,4,No,No
SALE138512,Model 3,Black,2017,2023,California,85538.34,39,Female,Online,Loan,Delivered,4,60,473.2,2.59,Yes,5,No,No
SALE138513,Model 3,White,2024,2022,New York,67248.54,70,Female,In-store,Lease,Delivered,19,50,437.8,3.45,No,5,No,No
SALE138514,Cybertruck,White,2020,2021,Texas,68260.69,55,Male,Online,Lease,Pending,10,100,341.9,4.76,No,5,No,No
SALE138515,Model Y,Black,2015,2024,California,45279.74,57,Female,Online,Loan,Delivered,18,50,420.8,1.06,No,6,Yes,Yes
SALE138516,Cybertruck,Red,2021,2023,Texas,73787.28,32,Female,Online,Loan,Pending,27,85,445.9,9.08,No,4,No,No
SALE138517,Model 3,Silver,2021,2020,Texas,40493.24,57,Male,Online,Lease,Delivered,8,75,519.2,7.51,Yes,5,No,No
SALE138518,Model Y,Silver,2024,2023,California,23778.36,64,Female,Online,Cash,Pending,2,60,395.2,4.17,No,5,No,No
SALE138519,Cybertruck,Silver,2022,2024,Florida,81834.05,34,Female,In-store,Lease,Delivered,14,75,488.5,7.45,Yes,5,No,No
SALE138520,Model 3,Silver,2017,2018,California,60340.81,56,Female,Online,Loan,Delivered,27,50,458.5,11.34,Yes,5,No,No
SALE138521,Model Y,Silver,2023,2022,Florida,59824.62,23,Male,Online,Cash,Delivered,22,75,504.6,0.64,No,7,No,Yes
SALE138522,Model 3,Blue,2016,2021,Illinois,49149.04,21,Female,Online,Lease,Delivered,26,100,429.3,10.12,No,5,No,No
SALE138523,Model Y,White,2022,2022,Texas,40529.01,47,Female,Online,Loan,Delivered,7,85,455.7,5.18,No,2,Yes,No
SALE138524,Model 3,Blue,2022,2021,California,55426.44,62,Male,In-store,Loan,Delivered,8,85,438.6,2.17,No,3,No,No
SALE138525,Model 3,White,2023,2022,New York,33460.11,19,Female,Online,Lease,Delivered,18,60,337.2,2.87,No,6,Yes,No
SALE138526,Model Y,White,2024,2022,California,58229.69,42,Male,In-store,Cash,Delivered,12,75,353.8,1.64,No,5,No,No
SALE138527,Model Y,Blue,2023,2018,Texas,68620.52,35,Male,Online,Lease,Delivered,7,85,417.7,3.71,Yes,4,Yes,No
SALE138528,Model S,Black,2022,2019,Illinois,63960.96,50,Male,Online,Cash,Delivered,7,75,398.1,5.07,Yes,4,No,Yes
SALE138529,Model S,White,2018,2018,California,34692.71,41,Male,Online,Loan,Delivered,28,85,523.3,3.62,Yes,4,No,No
SALE138530,Model Y,Silver,2023,2019,New York,47372.38,43,Female,Online,Cash,Delivered,24,85,490.9,10.41,No,5,No,No
SALE138531,Model X,Black,2022,2022,New York,40955.07,61,Female,Online,Lease,Pending,28,60,552.6,11.3,Yes,5,Yes,No
SALE138532,Cybertruck,Silver,2020,2022,California,50547.54,26,Female,Online,Loan,Delivered,13,75,373.7,1.47,Yes,6,Yes,No
SALE138533,Model 3,Blue,2018,2021,Texas,95177.17,47,Female,Online,Cash,Delivered,12,75,477.2,4.49,Yes,4,Yes,Yes
SALE138534,Model S,Red,2022,2021,California,38364.4,60,Male,In-store,Lease,Delivered,29,75,413,8.44,Yes,5,No,No
SALE138535,Model Y,Silver,2021,2022,New York,41531.91,44,Female,Online,Lease,Delivered,7,85,414.9,1.34,Yes,4,No,No
SALE138536,Model 3,White,2023,2023,Washington,40184.39,34,Female,In-store,Lease,Delivered,5,85,551.7,6.13,Yes,3,No,No
SALE138537,Model Y,White,2018,2021,Florida,51721.1,70,Female,In-store,Lease,Delivered,25,75,409,9.02,Yes,4,No,No
SALE138538,Model S,Black,2021,2021,Texas,78793.15,34,Female,In-store,Loan,Delivered,23,50,541.3,5.99,No,5,No,No
SALE138539,Model S,Black,2023,2019,New York,40507.06,61,Male,Third-party Dealer,Lease,Delivered,3,75,539.8,10.85,No,7,No,No
SALE138540,Model S,White,2024,2019,Texas,40854.12,49,Male,In-store,Cash,Pending,25,75,321.9,7.17,Yes,7,No,No
SALE138541,Model 3,White,2024,2021,New York,65293.28,47,Male,In-store,Loan,Delivered,4,100,506.9,3.13,No,5,No,No
SALE138542,Model 3,Red,2024,2024,New York,32589.03,40,Female,In-store,Lease,Delivered,29,60,611.8,3.67,Yes,4,No,No
SALE138543,Model 3,Silver,2024,2023,Texas,27001.55,35,Female,Online,Lease,Delivered,19,50,499.4,1.58,No,3,No,No
SALE138544,Model Y,White,2020,2023,California,38481.24,41,Female,Online,Loan,Delivered,7,85,440,11.06,No,7,Yes,No
SALE138545,Model X,White,2024,2022,New York,73560.54,26,Female,In-store,Lease,Pending,23,75,438.4,1.39,Yes,4,No,No
SALE138546,Model 3,Silver,2024,2022,New York,59573.32,44,Male,In-store,Lease,Delivered,1,100,382.7,2.41,Yes,4,No,No
SALE138547,Model 3,Silver,2023,2023,California,9363.25,57,Female,Online,Lease,Delivered,29,75,456.5,2.17,Yes,4,Yes,No
SALE138548,Model X,Silver,2023,2023,Washington,55482.13,57,Male,In-store,Loan,Delivered,7,50,468.9,10.36,No,3,No,No
SALE138549,Cybertruck,Blue,2024,2020,New York,54067.98,26,Male,In-store,Lease,Delivered,13,50,501.2,4.23,No,4,No,No
SALE138550,Model S,White,2021,2020,Florida,28132.63,60,Male,Online,Lease,Delivered,18,100,491,1.86,Yes,4,No,No
SALE138551,Model Y,Black,2024,2023,Texas,67545.42,33,Male,Online,Cash,Pending,8,75,397.3,2.01,No,3,No,No
SALE138552,Model Y,White,2024,2020,California,54041.76,70,Male,Online,Lease,Delivered,19,75,392,7.67,No,5,Yes,No
SALE138554,Model Y,White,2022,2020,California,59203.28,44,Male,In-store,Loan,Delivered,4,100,344.5,8.79,No,3,No,No
SALE138555,Model 3,Black,2022,2020,Washington,38299.7,37,Male,Online,Cash,Delivered,26,75,533.4,8.95,Yes,6,No,No
SALE138556,Model 3,Silver,2021,2022,California,56869.67,66,Male,Online,Lease,Delivered,12,75,438.9,5.92,No,5,No,No
SALE138557,Model 3,Black,2024,2021,New York,58781.81,51,Female,In-store,Lease,Delivered,4,75,249,8.62,Yes,4,No,No
SALE138558,Model Y,Red,2024,2020,Washington,42183.12,50,Female,In-store,Loan,Delivered,28,75,292.5,9.47,No,4,No,No
SALE138559,Model 3,White,2017,2021,Texas,45265.22,49,Male,Online,Lease,Delivered,1,50,361.6,9.16,No,6,No,No
SALE138560,Model 3,White,2024,2023,Texas,45197.75,72,Male,Online,Lease,Delivered,4,85,486.9,1.07,Yes,4,No,No
SALE138561,Model X,Silver,2022,2023,Texas,43690.68,27,Female,Online,Loan,Pending,10,60,386.1,1.81,Yes,5,No,No
SALE138562,Model 3,White,2024,2018,California,54305.71,54,Male,Online,Loan,Delivered,8,75,536.2,4.76,Yes,7,No,No
SALE138563,Model 3,White,2024,2024,Florida,64854.29,24,Male,Online,Lease,Delivered,8,75,428.4,10.41,Yes,6,Yes,No
SALE138564,Model 3,White,2022,2023,Illinois,62187.13,59,Female,In-store,Loan,Delivered,26,85,433.2,1.22,No,6,No,No
SALE138565,Model Y,Silver,2020,2020,New York,70566.17,63,Female,Online,Loan,Delivered,7,100,417.3,3.04,No,5,No,No
SALE138566,Model 3,Black,2024,2020,California,34175.45,18,Female,Online,Cash,Delivered,18,85,598.1,8.26,Yes,4,Yes,No
SALE138567,Model 3,Black,2024,2022,California,64382.25,32,Female,In-store,Lease,Delivered,13,100,469.4,9.95,No,4,No,No
SALE138568,Model X,White,2024,2024,Florida,47813.11,36,Female,In-store,Loan,Delivered,24,75,360.8,1.97,Yes,3,No,Yes
SALE138569,Model Y,Red,2024,2018,Illinois,33859.06,18,Male,Online,Loan,Delivered,14,75,487.7,9.39,Yes,5,No,No
SALE138570,Model 3,Silver,2023,2023,New York,66095.65,24,Female,Online,Loan,Delivered,19,75,496.2,8.86,No,4,No,No
SALE138571,Model Y,Red,2017,2021,Texas,79085.05,52,Female,Online,Cash,Delivered,3,60,380.2,7.73,No,4,No,No
SALE138572,Model Y,White,2020,2020,New York,46788.77,32,Male,In-store,Loan,Delivered,3,100,572.2,3.37,No,6,No,No
SALE138573,Model 3,Blue,2024,2023,California,48201.42,61,Female,In-store,Cash,Delivered,28,60,399.3,7.6,No,5,No,No
SALE138574,Model 3,Silver,2024,2023,California,72648.84,44,Female,Online,Cash,Delivered,28,100,381.2,8.65,Yes,5,No,No
SALE138575,Model 3,White,2021,2024,California,38901.42,33,Female,Online,Loan,Delivered,22,75,478.2,11.18,No,4,Yes,No
SALE138576,Model Y,White,2017,2019,Texas,72001.95,36,Male,Online,Cash,Delivered,1,85,436.1,2.66,No,7,No,No
SALE138577,Model Y,Silver,2021,2019,Illinois,76956.24,23,Female,Online,Cash,Pending,1,75,438.5,8.2,Yes,6,No,No
SALE138578,Model 3,Silver,2019,2022,California,82135.93,54,Male,Online,Lease,Delivered,11,60,544.8,10.81,No,3,Yes,No
SALE138579,Model Y,Black,2024,2018,California,37576.76,48,Female,Online,Lease,Pending,2,100,537,9.2,Yes,5,No,Yes
SALE138580,Model Y,Black,2024,2021,Texas,58510.64,56,Female,In-store,Cash,Delivered,26,100,461.7,2.55,Yes,2,No,No
SALE138581,Model Y,Black,2017,2022,Florida,56294.53,54,Male,Third-party Dealer,Cash,Delivered,12,85,463.1,5.3,Yes,7,No,Yes
SALE138582,Model 3,Red,2020,2021,California,103222.05,25,Female,Third-party Dealer,Loan,Cancelled,6,85,346.9,1.34,Yes,5,No,No
SALE138583,Model 3,Red,2024,2023,Illinois,43080.15,56,Male,Online,Loan,Delivered,9,50,577.7,5.68,Yes,5,Yes,Yes
SALE138584,Model 3,White,2024,2022,Texas,49996.02,57,Male,Online,Lease,Delivered,12,60,354.9,9.74,No,4,No,Yes
SALE138585,Model 3,Blue,2023,2024,California,53521.51,69,Female,Online,Loan,Delivered,4,60,523,5.52,No,2,No,No
SALE138586,Model 3,Black,2022,2023,New York,41772.86,59,Female,Third-party Dealer,Lease,Delivered,16,50,477.8,10.17,No,3,No,No
SALE138587,Model S,Blue,2020,2020,Florida,57788.74,71,Female,Online,Lease,Delivered,23,85,558,10.63,Yes,5,No,No
SALE138588,Model 3,Blue,2024,2018,California,42279.3,33,Female,In-store,Cash,Delivered,28,85,547.8,9.69,Yes,6,Yes,No
SALE138590,Model 3,Blue,2022,2022,Florida,47601.93,20,Male,Online,Lease,Delivered,3,100,480.5,10.72,No,5,No,No
SALE138591,Model 3,White,2018,2021,Washington,48070.15,43,Male,Online,Cash,Delivered,11,100,426.7,2.9,Yes,5,No,No
SALE138592,Model 3,Black,2019,2022,Texas,83600.06,42,Male,In-store,Lease,Delivered,29,75,424.1,5.09,Yes,4,Yes,No
SALE138593,Model S,Blue,2020,2024,California,36883.34,23,Female,Online,Cash,Pending,27,100,258.6,8.33,Yes,5,No,No
SALE138594,Model 3,Black,2022,2024,Texas,60000.94,51,Female,Third-party Dealer,Loan,Delivered,8,60,455.8,6.31,Yes,6,No,No
SALE138595,Model Y,Silver,2023,2024,Illinois,71377.04,34,Male,In-store,Lease,Delivered,24,100,317.8,8.28,Yes,6,No,No
SALE138596,Model Y,White,2018,2019,California,45405.88,55,Male,In-store,Lease,Pending,4,75,421.3,1.38,Yes,4,No,No
SALE138597,Model 3,Blue,2021,2020,Texas,41389.14,45,Male,In-store,Cash,Delivered,6,60,481.8,1.25,Yes,2,Yes,No
SALE138598,Model S,White,2024,2019,Illinois,51187.65,37,Female,Online,Loan,Delivered,19,75,463.5,10.99,No,4,No,No
SALE138599,Model 3,Red,2024,2022,California,64144.39,29,Male,Online,Lease,Delivered,8,100,646,1.47,No,5,Yes,No
SALE138600,Model Y,Blue,2017,2019,California,53280.4,20,Male,In-store,Loan,Delivered,24,75,508.2,2.32,Yes,5,Yes,No
SALE138601,Model 3,Silver,2020,2024,California,43478.83,63,Female,In-store,Loan,Delivered,13,60,468,1.96,Yes,5,Yes,No
SALE138602,Model 3,Black,2021,2022,Illinois,63213.35,36,Male,In-store,Loan,Delivered,19,100,363.9,3.25,No,5,Yes,No
SALE138603,Model 3,Blue,2020,2019,California,46560.83,55,Male,Online,Cash,Delivered,4,50,446.9,3.99,No,7,No,No
SALE138604,Model Y,Silver,2023,2024,New York,47722.99,73,Female,Online,Cash,Delivered,16,75,264.5,2.86,No,5,No,No
SALE138605,Model 3,Black,2020,2021,Florida,50965.59,38,Female,In-store,Lease,Delivered,1,100,399.8,3.33,Yes,5,Yes,No
SALE138606,Model 3,Black,2024,2021,Texas,55175.11,24,Male,Online,Lease,Delivered,14,75,522.9,2.29,Yes,5,No,No
SALE138607,Model 3,Red,2023,2022,Texas,56744.61,23,Female,In-store,Cash,Delivered,26,75,426.9,6.93,No,2,No,No
SALE138608,Model Y,White,2023,2023,Illinois,30332.56,74,Female,Third-party Dealer,Loan,Delivered,9,75,451.2,11.83,Yes,4,Yes,No
SALE138609,Model 3,Black,2024,2024,Texas,55586.01,20,Female,Online,Lease,Delivered,16,75,450.9,3.05,Yes,4,No,No
SALE138610,Model Y,Black,2020,2021,Texas,50907.74,62,Female,Third-party Dealer,Cash,Delivered,29,75,554.4,6.52,Yes,5,No,No
SALE138611,Model 3,Silver,2024,2023,New York,49015.25,46,Male,Online,Cash,Delivered,17,60,521.4,1.18,Yes,4,No,No
SALE138612,Cybertruck,Silver,2022,2023,New York,31358.5,50,Female,Online,Loan,Delivered,6,60,316.6,9.89,Yes,5,Yes,No
SALE138613,Cybertruck,Blue,2021,2022,Illinois,38744.03,31,Female,Online,Lease,Delivered,15,60,564.7,5.08,Yes,3,No,No
SALE138614,Model 3,Black,2023,2021,California,33093.25,49,Female,In-store,Loan,Delivered,22,60,593.6,5.38,Yes,5,No,No
SALE138615,Model X,Black,2023,2023,Texas,89885.67,71,Female,Online,Cash,Delivered,10,75,547.3,8.13,Yes,3,No,No
SALE138616,Model 3,Black,2024,2022,New York,35386.74,23,Female,In-store,Loan,Pending,16,100,510.5,7.2,Yes,5,No,No
SALE138617,Model 3,Black,2024,2024,California,54503.77,51,Female,In-store,Loan,Pending,6,50,515.2,6.94,No,5,Yes,No
SALE138618,Model Y,Black,2024,2021,Washington,56835.46,35,Male,Online,Loan,Delivered,27,75,420.6,10.21,Yes,7,Yes,No
SALE138619,Model Y,Red,2022,2020,Washington,55029.56,49,Female,In-store,Loan,Delivered,21,75,494.6,8.25,No,7,No,No
SALE138620,Model 3,Blue,2024,2023,New York,45208.41,36,Male,Online,Loan,Pending,8,60,524.8,5.16,Yes,5,No,No
SALE138621,Model 3,White,2024,2022,Illinois,55452.52,21,Male,Online,Loan,Delivered,4,60,428.1,2.6,Yes,4,No,No
SALE138622,Model Y,White,2023,2022,California,87520.89,30,Male,Online,Lease,Delivered,1,60,388.4,6.02,Yes,5,No,No
SALE138623,Model Y,Blue,2024,2020,California,55822.54,28,Male,Online,Loan,Delivered,17,60,427.7,1.55,Yes,7,No,No
SALE138624,Model 3,Red,2023,2020,New York,51594.09,68,Female,In-store,Loan,Delivered,16,75,502.9,9.42,Yes,6,No,No
SALE138625,Model Y,Black,2023,2021,Texas,50236.93,61,Female,Online,Lease,Delivered,3,100,519.2,8.74,Yes,4,Yes,No
SALE138626,Model Y,Black,2022,2021,California,58995.65,62,Female,Online,Cash,Delivered,19,50,436.1,10.18,No,6,No,No
SALE138627,Model 3,Black,2019,2023,Illinois,52146.9,60,Male,In-store,Cash,Delivered,6,75,491.3,1.25,No,5,Yes,No
SALE138629,Model 3,Silver,2023,2020,California,48178.75,40,Male,In-store,Cash,Cancelled,11,60,410.2,2.35,No,6,No,No
SALE138630,Model Y,Black,2019,2022,California,71465.9,20,Male,In-store,Lease,Delivered,11,75,418.6,1.89,Yes,6,No,No
SALE138631,Model 3,Silver,2024,2020,New York,48817.13,54,Male,In-store,Loan,Pending,9,75,383.9,7.74,No,4,No,No
SALE138632,Model 3,Black,2020,2019,Texas,43073.43,62,Male,Online,Loan,Delivered,20,75,336.6,5.17,Yes,5,No,Yes
SALE138633,Model 3,Blue,2024,2020,Texas,75574.84,44,Male,Online,Lease,Delivered,12,75,465.9,1.86,Yes,4,No,No
SALE138634,Model X,Silver,2018,2023,Illinois,73252.46,29,Male,Online,Lease,Delivered,3,100,565.6,9.96,Yes,4,Yes,No
SALE138635,Model 3,Blue,2024,2019,Texas,24474.69,71,Female,Online,Lease,Delivered,3,75,361.2,10.08,No,6,No,No
SALE138636,Model 3,White,2019,2023,Texas,74289.14,33,Male,Online,Cash,Delivered,12,100,545.1,4.41,No,5,Yes,No
SALE138638,Model S,Black,2023,2020,Texas,70454.8,62,Male,Online,Loan,Delivered,28,100,355.1,1.27,No,5,Yes,Yes
SALE138639,Model Y,White,2021,2018,Texas,45414.38,68,Male,Online,Lease,Pending,26,75,375.8,5.71,No,5,No,No
SALE138640,Model 3,Silver,2024,2019,California,70703.92,60,Female,Online,Lease,Delivered,27,60,591,11.66,Yes,2,No,No
SALE138641,Model 3,White,2023,2021,California,41523.3,24,Male,Online,Lease,Delivered,16,60,399.3,2.81,No,5,Yes,No
SALE138642,Model X,Silver,2022,2023,California,38041.8,42,Female,Third-party Dealer,Lease,Delivered,18,50,415.6,10.35,Yes,4,No,No
SALE138644,Model Y,Black,2021,2024,New York,48166.58,39,Female,In-store,Lease,Delivered,26,50,340.3,5.81,Yes,4,No,No
SALE138645,Model S,Silver,2023,2024,Florida,59805.86,60,Female,In-store,Lease,Delivered,15,100,565.2,8.83,Yes,3,No,No
SALE138646,Model Y,White,2017,2023,California,74086.4,52,Female,Online,Cash,Delivered,4,85,584.3,11.12,No,3,No,No
SALE138647,Model 3,Black,2023,2020,California,24107.53,39,Male,Online,Cash,Delivered,11,85,448.8,0.65,No,5,No,No
SALE138648,Model X,White,2023,2019,Texas,63103.87,38,Female,Online,Cash,Pending,7,85,387.4,6.48,Yes,4,No,Yes
SALE138649,Model 3,Black,2023,2023,Illinois,39199.49,30,Male,Online,Loan,Delivered,24,50,433.2,9.53,Yes,3,No,No
SALE138650,Cybertruck,Silver,2019,2024,Texas,42608.57,57,Female,In-store,Loan,Delivered,11,100,402.3,8.56,No,7,No,No
SALE138651,Model Y,White,2020,2023,California,54797.3,57,Male,Online,Lease,Delivered,17,75,390.4,9.52,Yes,5,No,No
SALE138652,Model 3,Black,2022,2023,Texas,65235.49,22,Female,Online,Cash,Cancelled,22,85,377.9,9.67,Yes,5,No,No
SALE138653,Model Y,Black,2023,2020,Texas,71498.58,59,Male,Third-party Dealer,Lease,Delivered,24,75,306.1,10.82,Yes,7,No,No
SALE138654,Model 3,White,2020,2021,California,57997.81,42,Male,Online,Loan,Pending,25,75,544.6,11.01,No,5,Yes,No
SALE138655,Model 3,White,2024,2021,Texas,38237.07,34,Male,Online,Lease,Cancelled,22,100,455.7,7.48,Yes,3,No,No
SALE138656,Model Y,Red,2019,2021,California,78044.87,57,Female,In-store,Lease,Delivered,11,85,439.3,5.51,Yes,5,No,No
SALE138657,Model 3,Silver,2021,2022,Florida,63444.74,33,Female,Third-party Dealer,Cash,Delivered,1,100,428.7,11.61,Yes,7,No,No
SALE138658,Model Y,Black,2024,2023,Illinois,58097.21,36,Male,Online,Lease,Pending,2,50,430.6,9.41,Yes,4,Yes,No
SALE138660,Model 3,Blue,2023,2019,California,32746.01,20,Female,In-store,Cash,Pending,17,60,522.9,5.05,No,6,Yes,No
SALE138661,Model Y,Blue,2024,2020,Texas,55546.08,33,Female,Online,Loan,Delivered,23,75,431,8.93,Yes,6,No,No
SALE138662,Model 3,Silver,2021,2022,New York,43318.95,50,Male,Online,Cash,Delivered,24,50,481.4,6.33,Yes,7,No,No
SALE138663,Model Y,White,2024,2019,Texas,53277.2,68,Female,Online,Lease,Pending,8,100,382.7,2.35,Yes,5,No,No
SALE138664,Model S,Red,2024,2019,Texas,60961.53,50,Female,In-store,Loan,Delivered,26,75,499.6,5.82,Yes,3,No,No
SALE138665,Model S,White,2020,2023,Illinois,54311.57,56,Male,Online,Loan,Delivered,3,60,275.3,2.76,Yes,7,No,No
SALE138666,Cybertruck,Red,2024,2021,California,89956.59,40,Male,Third-party Dealer,Loan,Delivered,18,50,458.1,7.88,No,4,No,No
SALE138667,Model 3,Blue,2023,2022,New York,70143.05,64,Male,Online,Loan,Delivered,18,100,423.1,10.22,No,5,No,No
SALE138668,Model Y,White,2022,2021,Texas,60208.87,37,Female,Online,Cash,Delivered,28,60,355.9,1.72,Yes,5,No,No
SALE138669,Model X,White,2024,2020,Texas,55690.69,52,Female,Online,Loan,Delivered,2,85,524.7,1.54,No,7,No,No
SALE138670,Model X,Silver,2018,2021,Florida,67399.32,21,Male,Online,Lease,Cancelled,3,60,431.5,8.03,Yes,5,No,Yes
SALE138671,Model 3,Blue,2024,2022,New York,50252.11,71,Female,Online,Lease,Cancelled,13,75,352.9,8.51,Yes,5,No,No
SALE138672,Model 3,Red,2017,2022,California,52953.58,62,Female,Online,Lease,Delivered,5,85,400.8,10.86,Yes,3,No,No
SALE138673,Model 3,Silver,2024,2020,Illinois,27181.52,74,Male,Online,Lease,Delivered,28,85,444.6,5.84,Yes,6,No,No
SALE138674,Model S,Blue,2024,2020,New York,31245.54,34,Male,In-store,Lease,Delivered,16,100,396.2,0.97,No,7,No,No
SALE138675,Model S,Black,2020,2020,Texas,50207.07,61,Male,Online,Cash,Delivered,7,60,614.9,3.64,Yes,5,Yes,No
SALE138676,Model X,Silver,2023,2021,Illinois,49821.83,60,Male,Online,Cash,Delivered,6,100,475.1,11.97,Yes,5,No,Yes
SALE138678,Model Y,Silver,2019,2019,Texas,71918.96,45,Male,Online,Cash,Delivered,12,75,383.8,6.19,No,4,No,No
SALE138679,Model X,Silver,2024,2020,Washington,34128.14,29,Female,Online,Loan,Delivered,26,100,481.6,4.19,Yes,5,Yes,No
SALE138680,Model 3,White,2024,2021,Florida,44916.29,47,Male,Online,Lease,Cancelled,28,75,450.3,6.86,Yes,5,Yes,No
SALE138681,Model 3,Red,2024,2021,Texas,35281.68,38,Male,Online,Lease,Pending,11,60,475,2.45,Yes,3,No,No
SALE138682,Model Y,Silver,2022,2023,California,46763.44,51,Male,Online,Lease,Delivered,6,100,496.5,7.7,No,5,No,No
SALE138683,Model 3,White,2020,2023,New York,43932.29,46,Male,In-store,Lease,Delivered,5,60,355.2,8.83,Yes,3,No,No
SALE138684,Model 3,White,2024,2022,Illinois,40225.42,55,Male,Online,Loan,Delivered,27,60,393.7,8.6,Yes,5,No,No
SALE138685,Model 3,Black,2024,2018,California,52844.03,31,Female,In-store,Lease,Pending,17,85,331.8,5.19,Yes,4,No,Yes
SALE138686,Model Y,Black,2018,2022,California,65179.72,42,Male,Online,Loan,Delivered,10,75,487.8,5.2,No,3,No,No
SALE138687,Model X,Red,2017,2021,California,40367.18,63,Female,Online,Lease,Delivered,10,100,488.1,8.42,Yes,7,Yes,No
SALE138688,Model 3,Black,2024,2021,New York,63733.73,40,Male,In-store,Lease,Delivered,9,100,443.8,7.4,Yes,4,No,No
SALE138689,Model 3,White,2023,2022,Florida,72020.25,26,Male,Online,Lease,Delivered,27,50,451.7,6.12,No,7,No,No
SALE138690,Model X,Silver,2019,2018,Texas,40704.74,50,Male,Online,Loan,Delivered,9,75,528.5,11.51,Yes,7,Yes,No
SALE138691,Model Y,Black,2018,2021,California,37252.56,64,Female,Online,Cash,Delivered,10,50,367.8,1.9,No,3,No,No
SALE138692,Model 3,Silver,2024,2023,Florida,36378.13,19,Male,Online,Lease,Delivered,8,100,462.3,7.6,Yes,6,Yes,No
SALE138693,Model 3,Silver,2017,2021,Texas,80573.9,44,Male,Third-party Dealer,Loan,Pending,21,85,432.2,9.2,Yes,6,No,No
SALE138694,Model 3,Silver,2019,2022,Texas,32944.85,49,Male,Online,Lease,Delivered,21,85,446.8,5.87,No,7,No,Yes
SALE138695,Model Y,Black,2024,2020,Illinois,68634.34,32,Female,In-store,Lease,Delivered,19,75,433.5,11.88,Yes,4,No,No
SALE138696,Model 3,Silver,2018,2022,Texas,47100.98,71,Male,In-store,Lease,Delivered,7,60,495.5,5.9,Yes,5,No,No
SALE138697,Model 3,White,2019,2022,New York,76282.25,51,Male,Online,Lease,Delivered,27,75,430,2.81,Yes,3,No,No
SALE138698,Model S,White,2020,2021,Texas,44107.71,39,Male,Online,Loan,Pending,21,60,425.9,10.37,No,5,No,No
SALE138699,Model 3,Black,2024,2020,California,57538.92,37,Male,In-store,Loan,Delivered,9,85,475.3,10.97,No,6,No,No
SALE138700,Model 3,White,2021,2021,California,56282.31,18,Male,In-store,Loan,Pending,14,75,491.3,1.11,Yes,7,No,No
SALE138701,Model Y,Black,2023,2018,Texas,69517.78,59,Male,Online,Loan,Delivered,28,100,505,2.66,No,3,Yes,No
SALE138702,Model S,Blue,2024,2024,California,63763.67,43,Male,Online,Loan,Delivered,13,100,250.2,11.94,No,7,Yes,No
SALE138703,Model 3,Blue,2024,2020,Illinois,40026.51,29,Male,Online,Lease,Pending,13,100,472.2,7.68,Yes,4,No,No
SALE138704,Model 3,Red,2020,2021,California,51250.7,57,Male,Online,Lease,Delivered,29,60,438.7,4.52,No,4,No,No
SALE138705,Model Y,Blue,2021,2022,California,49375.28,33,Female,Online,Lease,Delivered,24,75,371.5,2.65,Yes,3,No,No
SALE138706,Model Y,Silver,2021,2018,Florida,56803.71,63,Male,Online,Lease,Delivered,22,75,545.2,10.58,No,5,Yes,No
SALE138707,Model 3,White,2017,2021,Texas,37731.3,69,Female,Online,Loan,Delivered,22,100,487.3,2.96,Yes,2,No,No
SALE138708,Model 3,White,2019,2024,Illinois,66316.99,55,Female,Online,Lease,Pending,1,100,516.3,10.88,Yes,3,No,No
SALE138709,Model 3,Silver,2022,2020,New York,41923.63,58,Male,In-store,Cash,Pending,29,85,405.6,11.44,Yes,5,No,No
SALE138710,Model Y,Black,2024,2022,California,50053.45,42,Male,In-store,Loan,Delivered,16,100,395,4.57,Yes,7,No,No
SALE138711,Model 3,White,2024,2020,California,34939.46,55,Female,Online,Lease,Delivered,22,100,446.9,5.66,Yes,5,No,No
SALE138712,Model 3,Blue,2024,2023,New York,50975.05,26,Male,In-store,Loan,Pending,20,75,338.2,3.87,No,5,Yes,No
SALE138713,Model S,Black,2024,2024,Texas,64115.27,48,Male,Online,Lease,Delivered,15,60,413,3.94,No,7,No,No
SALE138714,Cybertruck,White,2023,2023,Florida,39283.66,25,Male,Online,Cash,Cancelled,1,85,444.3,8.91,No,5,No,No
SALE138715,Model 3,Blue,2017,2023,California,55934.52,43,Male,Online,Loan,Delivered,17,100,467.8,9.78,No,6,No,Yes
SALE138716,Model X,White,2024,2021,California,47049.05,67,Male,Online,Cash,Delivered,23,85,312,2.17,Yes,3,No,No
SALE138717,Model X,White,2021,2020,Illinois,55235.84,46,Female,Online,Loan,Delivered,29,60,331.2,5.86,Yes,5,No,No
